경작지주소,산도,유기물,칼륨,강수량 합계,20-Jan,20-Feb,20-Mar,20-Apr,20-May,20-Jun,20-Oct,20-Nov,20-Dec,2020-01-01(평균기온),2020-02-01(평균기온),2020-03-01(평균기온),2020-04-01(평균기온),2020-05-01(평균기온),2020-06-01(평균기온),2020-10-01(평균기온),2020-11-01(평균기온),2020-12-01(평균기온),2020-01-01(최저기온),2020-02-01(최저기온),2020-03-01(최저기온),2020-04-01(최저기온),2020-05-01(최저기온),2020-06-01(최저기온),2020-10-01(최저기온),2020-11-01(최저기온),2020-12-01(최저기온),2020-01-01(최고기온),2020-02-01(최고기온),2020-03-01(최고기온),2020-04-01(최고기온),2020-05-01(최고기온),2020-06-01(최고기온),2020-10-01(최고기온),2020-11-01(최고기온),2020-12-01(최고기온),최저라벨,최고기온,평균기온,강수량라벨,최종라벨링
강원도 정선군 임계면 낙천리,good_ph,good_orga,good_pot,495.8,79.7,46.8,16.9,20.9,161.7,92.2,4.1,72.3,1.2,-0.5,0.9,6.1,8.8,16.5,22.3,11.2,5.9,-3.1,-10.7,-13.3,-6.5,-3.3,5.8,10.8,-1.3,-5.7,-17.8,12.4,15.9,23.5,24.9,29.1,36.0,25.1,21.2,9.9,0,0,0,0,0
강원도 정선군 임계면 덕암리,good_ph,3,usually_pot,495.8,79.7,46.8,16.9,20.9,161.7,92.2,4.1,72.3,1.2,-0.5,0.9,6.1,8.8,16.5,22.3,11.2,5.9,-3.1,-10.7,-13.3,-6.5,-3.3,5.8,10.8,-1.3,-5.7,-17.8,12.4,15.9,23.5,24.9,29.1,36.0,25.1,21.2,9.9,0,0,0,0,0
강원도 정선군 임계면 도전리,good_ph,good_orga,usually_pot,495.8,79.7,46.8,16.9,20.9,161.7,92.2,4.1,72.3,1.2,-0.5,0.9,6.1,8.8,16.5,22.3,11.2,5.9,-3.1,-10.7,-13.3,-6.5,-3.3,5.8,10.8,-1.3,-5.7,-17.8,12.4,15.9,23.5,24.9,29.1,36.0,25.1,21.2,9.9,0,0,0,0,0
강원도 정선군 임계면 문래리,good_ph,good_orga,good_pot,495.8,79.7,46.8,16.9,20.9,161.7,92.2,4.1,72.3,1.2,-0.5,0.9,6.1,8.8,16.5,22.3,11.2,5.9,-3.1,-10.7,-13.3,-6.5,-3.3,5.8,10.8,-1.3,-5.7,-17.8,12.4,15.9,23.5,24.9,29.1,36.0,25.1,21.2,9.9,0,0,0,0,0
강원도 정선군 임계면 반천리,good_ph,good_orga,usually_pot,495.8,79.7,46.8,16.9,20.9,161.7,92.2,4.1,72.3,1.2,-0.5,0.9,6.1,8.8,16.5,22.3,11.2,5.9,-3.1,-10.7,-13.3,-6.5,-3.3,5.8,10.8,-1.3,-5.7,-17.8,12.4,15.9,23.5,24.9,29.1,36.0,25.1,21.2,9.9,0,0,0,0,0
강원도 정선군 임계면 봉산리,good_ph,good_orga,good_pot,495.8,79.7,46.8,16.9,20.9,161.7,92.2,4.1,72.3,1.2,-0.5,0.9,6.1,8.8,16.5,22.3,11.2,5.9,-3.1,-10.7,-13.3,-6.5,-3.3,5.8,10.8,-1.3,-5.7,-17.8,12.4,15.9,23.5,24.9,29.1,36.0,25.1,21.2,9.9,0,0,0,0,0
강원도 정선군 임계면 송계리,good_ph,good_orga,good_pot,495.8,79.7,46.8,16.9,20.9,161.7,92.2,4.1,72.3,1.2,-0.5,0.9,6.1,8.8,16.5,22.3,11.2,5.9,-3.1,-10.7,-13.3,-6.5,-3.3,5.8,10.8,-1.3,-5.7,-17.8,12.4,15.9,23.5,24.9,29.1,36.0,25.1,21.2,9.9,0,0,0,0,0
강원도 정선군 임계면 용산리,good_ph,good_orga,good_pot,495.8,79.7,46.8,16.9,20.9,161.7,92.2,4.1,72.3,1.2,-0.5,0.9,6.1,8.8,16.5,22.3,11.2,5.9,-3.1,-10.7,-13.3,-6.5,-3.3,5.8,10.8,-1.3,-5.7,-17.8,12.4,15.9,23.5,24.9,29.1,36.0,25.1,21.2,9.9,0,0,0,0,0
강원도 정선군 임계면 임계리,good_ph,good_orga,usually_pot,495.8,79.7,46.8,16.9,20.9,161.7,92.2,4.1,72.3,1.2,-0.5,0.9,6.1,8.8,16.5,22.3,11.2,5.9,-3.1,-10.7,-13.3,-6.5,-3.3,5.8,10.8,-1.3,-5.7,-17.8,12.4,15.9,23.5,24.9,29.1,36.0,25.1,21.2,9.9,0,0,0,0,0
강원도 정선군 임계면 직원리,good_ph,3,good_pot,495.8,79.7,46.8,16.9,20.9,161.7,92.2,4.1,72.3,1.2,-0.5,0.9,6.1,8.8,16.5,22.3,11.2,5.9,-3.1,-10.7,-13.3,-6.5,-3.3,5.8,10.8,-1.3,-5.7,-17.8,12.4,15.9,23.5,24.9,29.1,36.0,25.1,21.2,9.9,0,0,0,0,0
강원도 정선군 정선읍 가수리,good_ph,good_orga,usually_pot,495.8,79.7,46.8,16.9,20.9,161.7,92.2,4.1,72.3,1.2,-0.5,0.9,6.1,8.8,16.5,22.3,11.2,5.9,-3.1,-10.7,-13.3,-6.5,-3.3,5.8,10.8,-1.3,-5.7,-17.8,12.4,15.9,23.5,24.9,29.1,36.0,25.1,21.2,9.9,0,0,0,0,0
강원도 정선군 정선읍 광하리,good_ph,good_orga,usually_pot,495.8,79.7,46.8,16.9,20.9,161.7,92.2,4.1,72.3,1.2,-0.5,0.9,6.1,8.8,16.5,22.3,11.2,5.9,-3.1,-10.7,-13.3,-6.5,-3.3,5.8,10.8,-1.3,-5.7,-17.8,12.4,15.9,23.5,24.9,29.1,36.0,25.1,21.2,9.9,0,0,0,0,0
강원도 정선군 정선읍 귤암리,good_ph,3,good_pot,495.8,79.7,46.8,16.9,20.9,161.7,92.2,4.1,72.3,1.2,-0.5,0.9,6.1,8.8,16.5,22.3,11.2,5.9,-3.1,-10.7,-13.3,-6.5,-3.3,5.8,10.8,-1.3,-5.7,-17.8,12.4,15.9,23.5,24.9,29.1,36.0,25.1,21.2,9.9,0,0,0,0,0
강원도 정선군 정선읍 덕송리,good_ph,good_orga,good_pot,495.8,79.7,46.8,16.9,20.9,161.7,92.2,4.1,72.3,1.2,-0.5,0.9,6.1,8.8,16.5,22.3,11.2,5.9,-3.1,-10.7,-13.3,-6.5,-3.3,5.8,10.8,-1.3,-5.7,-17.8,12.4,15.9,23.5,24.9,29.1,36.0,25.1,21.2,9.9,0,0,0,0,0
강원도 정선군 정선읍 덕우리,high_ph,3,usually_pot,495.8,79.7,46.8,16.9,20.9,161.7,92.2,4.1,72.3,1.2,-0.5,0.9,6.1,8.8,16.5,22.3,11.2,5.9,-3.1,-10.7,-13.3,-6.5,-3.3,5.8,10.8,-1.3,-5.7,-17.8,12.4,15.9,23.5,24.9,29.1,36.0,25.1,21.2,9.9,0,0,0,0,0
강원도 정선군 정선읍 봉양리,good_ph,3,usually_pot,495.8,79.7,46.8,16.9,20.9,161.7,92.2,4.1,72.3,1.2,-0.5,0.9,6.1,8.8,16.5,22.3,11.2,5.9,-3.1,-10.7,-13.3,-6.5,-3.3,5.8,10.8,-1.3,-5.7,-17.8,12.4,15.9,23.5,24.9,29.1,36.0,25.1,21.2,9.9,0,0,0,0,0
강원도 정선군 정선읍 북실리,high_ph,good_orga,good_pot,495.8,79.7,46.8,16.9,20.9,161.7,92.2,4.1,72.3,1.2,-0.5,0.9,6.1,8.8,16.5,22.3,11.2,5.9,-3.1,-10.7,-13.3,-6.5,-3.3,5.8,10.8,-1.3,-5.7,-17.8,12.4,15.9,23.5,24.9,29.1,36.0,25.1,21.2,9.9,0,0,0,0,0
강원도 정선군 정선읍 신월리,good_ph,good_orga,good_pot,495.8,79.7,46.8,16.9,20.9,161.7,92.2,4.1,72.3,1.2,-0.5,0.9,6.1,8.8,16.5,22.3,11.2,5.9,-3.1,-10.7,-13.3,-6.5,-3.3,5.8,10.8,-1.3,-5.7,-17.8,12.4,15.9,23.5,24.9,29.1,36.0,25.1,21.2,9.9,0,0,0,0,0
강원도 정선군 정선읍 애산리,good_ph,good_orga,good_pot,495.8,79.7,46.8,16.9,20.9,161.7,92.2,4.1,72.3,1.2,-0.5,0.9,6.1,8.8,16.5,22.3,11.2,5.9,-3.1,-10.7,-13.3,-6.5,-3.3,5.8,10.8,-1.3,-5.7,-17.8,12.4,15.9,23.5,24.9,29.1,36.0,25.1,21.2,9.9,0,0,0,0,0
강원도 정선군 정선읍 여탄리,good_ph,good_orga,usually_pot,495.8,79.7,46.8,16.9,20.9,161.7,92.2,4.1,72.3,1.2,-0.5,0.9,6.1,8.8,16.5,22.3,11.2,5.9,-3.1,-10.7,-13.3,-6.5,-3.3,5.8,10.8,-1.3,-5.7,-17.8,12.4,15.9,23.5,24.9,29.1,36.0,25.1,21.2,9.9,0,0,0,0,0
강원도 정선군 정선읍 용탄리,good_ph,3,usually_pot,495.8,79.7,46.8,16.9,20.9,161.7,92.2,4.1,72.3,1.2,-0.5,0.9,6.1,8.8,16.5,22.3,11.2,5.9,-3.1,-10.7,-13.3,-6.5,-3.3,5.8,10.8,-1.3,-5.7,-17.8,12.4,15.9,23.5,24.9,29.1,36.0,25.1,21.2,9.9,0,0,0,0,0
강원도 정선군 정선읍 회동리,good_ph,4,good_pot,495.8,79.7,46.8,16.9,20.9,161.7,92.2,4.1,72.3,1.2,-0.5,0.9,6.1,8.8,16.5,22.3,11.2,5.9,-3.1,-10.7,-13.3,-6.5,-3.3,5.8,10.8,-1.3,-5.7,-17.8,12.4,15.9,23.5,24.9,29.1,36.0,25.1,21.2,9.9,0,0,0,0,0
강원도 정선군 화암면 건천리,high_ph,good_orga,good_pot,495.8,79.7,46.8,16.9,20.9,161.7,92.2,4.1,72.3,1.2,-0.5,0.9,6.1,8.8,16.5,22.3,11.2,5.9,-3.1,-10.7,-13.3,-6.5,-3.3,5.8,10.8,-1.3,-5.7,-17.8,12.4,15.9,23.5,24.9,29.1,36.0,25.1,21.2,9.9,0,0,0,0,0
강원도 정선군 화암면 몰운리,good_ph,good_orga,good_pot,495.8,79.7,46.8,16.9,20.9,161.7,92.2,4.1,72.3,1.2,-0.5,0.9,6.1,8.8,16.5,22.3,11.2,5.9,-3.1,-10.7,-13.3,-6.5,-3.3,5.8,10.8,-1.3,-5.7,-17.8,12.4,15.9,23.5,24.9,29.1,36.0,25.1,21.2,9.9,0,0,0,0,0
강원도 정선군 화암면 백전리,good_ph,good_orga,good_pot,495.8,79.7,46.8,16.9,20.9,161.7,92.2,4.1,72.3,1.2,-0.5,0.9,6.1,8.8,16.5,22.3,11.2,5.9,-3.1,-10.7,-13.3,-6.5,-3.3,5.8,10.8,-1.3,-5.7,-17.8,12.4,15.9,23.5,24.9,29.1,36.0,25.1,21.2,9.9,0,0,0,0,0
강원도 정선군 화암면 북동리,high_ph,good_orga,good_pot,495.8,79.7,46.8,16.9,20.9,161.7,92.2,4.1,72.3,1.2,-0.5,0.9,6.1,8.8,16.5,22.3,11.2,5.9,-3.1,-10.7,-13.3,-6.5,-3.3,5.8,10.8,-1.3,-5.7,-17.8,12.4,15.9,23.5,24.9,29.1,36.0,25.1,21.2,9.9,0,0,0,0,0
강원도 정선군 화암면 석곡리,good_ph,good_orga,good_pot,495.8,79.7,46.8,16.9,20.9,161.7,92.2,4.1,72.3,1.2,-0.5,0.9,6.1,8.8,16.5,22.3,11.2,5.9,-3.1,-10.7,-13.3,-6.5,-3.3,5.8,10.8,-1.3,-5.7,-17.8,12.4,15.9,23.5,24.9,29.1,36.0,25.1,21.2,9.9,0,0,0,0,0
강원도 정선군 화암면 호촌리,good_ph,good_orga,usually_pot,495.8,79.7,46.8,16.9,20.9,161.7,92.2,4.1,72.3,1.2,-0.5,0.9,6.1,8.8,16.5,22.3,11.2,5.9,-3.1,-10.7,-13.3,-6.5,-3.3,5.8,10.8,-1.3,-5.7,-17.8,12.4,15.9,23.5,24.9,29.1,36.0,25.1,21.2,9.9,0,0,0,0,0
강원도 정선군 화암면 화암리,good_ph,good_orga,good_pot,495.8,79.7,46.8,16.9,20.9,161.7,92.2,4.1,72.3,1.2,-0.5,0.9,6.1,8.8,16.5,22.3,11.2,5.9,-3.1,-10.7,-13.3,-6.5,-3.3,5.8,10.8,-1.3,-5.7,-17.8,12.4,15.9,23.5,24.9,29.1,36.0,25.1,21.2,9.9,0,0,0,0,0
강원도 철원군 갈말읍 강포리,good_ph,good_orga,good_pot,445.7,80.0,54.2,13.8,14.4,118.3,75.8,0.1,84.2,4.9,-1.2,0.0,5.5,9.1,16.9,22.5,10.9,5.0,-3.9,-11.7,-17.7,-7.9,-5.2,5.6,12.7,-2.7,-8.9,-18.8,11.0,15.8,19.9,22.8,28.8,33.6,23.1,19.8,9.9,0,0,0,0,0
강원도 철원군 갈말읍 군탄리,good_ph,good_orga,good_pot,445.7,80.0,54.2,13.8,14.4,118.3,75.8,0.1,84.2,4.9,-1.2,0.0,5.5,9.1,16.9,22.5,10.9,5.0,-3.9,-11.7,-17.7,-7.9,-5.2,5.6,12.7,-2.7,-8.9,-18.8,11.0,15.8,19.9,22.8,28.8,33.6,23.1,19.8,9.9,0,0,0,0,0
강원도 철원군 갈말읍 내대리,good_ph,good_orga,good_pot,445.7,80.0,54.2,13.8,14.4,118.3,75.8,0.1,84.2,4.9,-1.2,0.0,5.5,9.1,16.9,22.5,10.9,5.0,-3.9,-11.7,-17.7,-7.9,-5.2,5.6,12.7,-2.7,-8.9,-18.8,11.0,15.8,19.9,22.8,28.8,33.6,23.1,19.8,9.9,0,0,0,0,0
강원도 철원군 갈말읍 동막리,good_ph,good_orga,good_pot,445.7,80.0,54.2,13.8,14.4,118.3,75.8,0.1,84.2,4.9,-1.2,0.0,5.5,9.1,16.9,22.5,10.9,5.0,-3.9,-11.7,-17.7,-7.9,-5.2,5.6,12.7,-2.7,-8.9,-18.8,11.0,15.8,19.9,22.8,28.8,33.6,23.1,19.8,9.9,0,0,0,0,0
강원도 철원군 갈말읍 문혜리,good_ph,good_orga,good_pot,445.7,80.0,54.2,13.8,14.4,118.3,75.8,0.1,84.2,4.9,-1.2,0.0,5.5,9.1,16.9,22.5,10.9,5.0,-3.9,-11.7,-17.7,-7.9,-5.2,5.6,12.7,-2.7,-8.9,-18.8,11.0,15.8,19.9,22.8,28.8,33.6,23.1,19.8,9.9,0,0,0,0,0
강원도 철원군 갈말읍 상사리,good_ph,good_orga,good_pot,445.7,80.0,54.2,13.8,14.4,118.3,75.8,0.1,84.2,4.9,-1.2,0.0,5.5,9.1,16.9,22.5,10.9,5.0,-3.9,-11.7,-17.7,-7.9,-5.2,5.6,12.7,-2.7,-8.9,-18.8,11.0,15.8,19.9,22.8,28.8,33.6,23.1,19.8,9.9,0,0,0,0,0
강원도 철원군 갈말읍 신철원리,good_ph,3,good_pot,445.7,80.0,54.2,13.8,14.4,118.3,75.8,0.1,84.2,4.9,-1.2,0.0,5.5,9.1,16.9,22.5,10.9,5.0,-3.9,-11.7,-17.7,-7.9,-5.2,5.6,12.7,-2.7,-8.9,-18.8,11.0,15.8,19.9,22.8,28.8,33.6,23.1,19.8,9.9,0,0,0,0,0
강원도 철원군 갈말읍 정연리,good_ph,good_orga,good_pot,445.7,80.0,54.2,13.8,14.4,118.3,75.8,0.1,84.2,4.9,-1.2,0.0,5.5,9.1,16.9,22.5,10.9,5.0,-3.9,-11.7,-17.7,-7.9,-5.2,5.6,12.7,-2.7,-8.9,-18.8,11.0,15.8,19.9,22.8,28.8,33.6,23.1,19.8,9.9,0,0,0,0,0
강원도 철원군 갈말읍 지경리,good_ph,good_orga,good_pot,445.7,80.0,54.2,13.8,14.4,118.3,75.8,0.1,84.2,4.9,-1.2,0.0,5.5,9.1,16.9,22.5,10.9,5.0,-3.9,-11.7,-17.7,-7.9,-5.2,5.6,12.7,-2.7,-8.9,-18.8,11.0,15.8,19.9,22.8,28.8,33.6,23.1,19.8,9.9,0,0,0,0,0
강원도 철원군 갈말읍 지포리,good_ph,good_orga,good_pot,445.7,80.0,54.2,13.8,14.4,118.3,75.8,0.1,84.2,4.9,-1.2,0.0,5.5,9.1,16.9,22.5,10.9,5.0,-3.9,-11.7,-17.7,-7.9,-5.2,5.6,12.7,-2.7,-8.9,-18.8,11.0,15.8,19.9,22.8,28.8,33.6,23.1,19.8,9.9,0,0,0,0,0
강원도 철원군 갈말읍 토성리,good_ph,good_orga,good_pot,445.7,80.0,54.2,13.8,14.4,118.3,75.8,0.1,84.2,4.9,-1.2,0.0,5.5,9.1,16.9,22.5,10.9,5.0,-3.9,-11.7,-17.7,-7.9,-5.2,5.6,12.7,-2.7,-8.9,-18.8,11.0,15.8,19.9,22.8,28.8,33.6,23.1,19.8,9.9,0,0,0,0,0
강원도 철원군 근남면 마현리,good_ph,good_orga,good_pot,445.7,80.0,54.2,13.8,14.4,118.3,75.8,0.1,84.2,4.9,-1.2,0.0,5.5,9.1,16.9,22.5,10.9,5.0,-3.9,-11.7,-17.7,-7.9,-5.2,5.6,12.7,-2.7,-8.9,-18.8,11.0,15.8,19.9,22.8,28.8,33.6,23.1,19.8,9.9,0,0,0,0,0
강원도 철원군 근남면 사곡리,good_ph,good_orga,good_pot,445.7,80.0,54.2,13.8,14.4,118.3,75.8,0.1,84.2,4.9,-1.2,0.0,5.5,9.1,16.9,22.5,10.9,5.0,-3.9,-11.7,-17.7,-7.9,-5.2,5.6,12.7,-2.7,-8.9,-18.8,11.0,15.8,19.9,22.8,28.8,33.6,23.1,19.8,9.9,0,0,0,0,0
강원도 철원군 근남면 양지리,good_ph,good_orga,good_pot,445.7,80.0,54.2,13.8,14.4,118.3,75.8,0.1,84.2,4.9,-1.2,0.0,5.5,9.1,16.9,22.5,10.9,5.0,-3.9,-11.7,-17.7,-7.9,-5.2,5.6,12.7,-2.7,-8.9,-18.8,11.0,15.8,19.9,22.8,28.8,33.6,23.1,19.8,9.9,0,0,0,0,0
강원도 철원군 근남면 육단리,good_ph,good_orga,good_pot,445.7,80.0,54.2,13.8,14.4,118.3,75.8,0.1,84.2,4.9,-1.2,0.0,5.5,9.1,16.9,22.5,10.9,5.0,-3.9,-11.7,-17.7,-7.9,-5.2,5.6,12.7,-2.7,-8.9,-18.8,11.0,15.8,19.9,22.8,28.8,33.6,23.1,19.8,9.9,0,0,0,0,0
강원도 철원군 근남면 잠곡리,good_ph,good_orga,good_pot,445.7,80.0,54.2,13.8,14.4,118.3,75.8,0.1,84.2,4.9,-1.2,0.0,5.5,9.1,16.9,22.5,10.9,5.0,-3.9,-11.7,-17.7,-7.9,-5.2,5.6,12.7,-2.7,-8.9,-18.8,11.0,15.8,19.9,22.8,28.8,33.6,23.1,19.8,9.9,0,0,0,0,0
강원도 철원군 근남면 풍암리,good_ph,good_orga,good_pot,445.7,80.0,54.2,13.8,14.4,118.3,75.8,0.1,84.2,4.9,-1.2,0.0,5.5,9.1,16.9,22.5,10.9,5.0,-3.9,-11.7,-17.7,-7.9,-5.2,5.6,12.7,-2.7,-8.9,-18.8,11.0,15.8,19.9,22.8,28.8,33.6,23.1,19.8,9.9,0,0,0,0,0
강원도 철원군 근북면 유곡리,good_ph,good_orga,good_pot,445.7,80.0,54.2,13.8,14.4,118.3,75.8,0.1,84.2,4.9,-1.2,0.0,5.5,9.1,16.9,22.5,10.9,5.0,-3.9,-11.7,-17.7,-7.9,-5.2,5.6,12.7,-2.7,-8.9,-18.8,11.0,15.8,19.9,22.8,28.8,33.6,23.1,19.8,9.9,0,0,0,0,0
강원도 철원군 김화읍 도창리,good_ph,good_orga,good_pot,445.7,80.0,54.2,13.8,14.4,118.3,75.8,0.1,84.2,4.9,-1.2,0.0,5.5,9.1,16.9,22.5,10.9,5.0,-3.9,-11.7,-17.7,-7.9,-5.2,5.6,12.7,-2.7,-8.9,-18.8,11.0,15.8,19.9,22.8,28.8,33.6,23.1,19.8,9.9,0,0,0,0,0
강원도 철원군 김화읍 생창리,good_ph,good_orga,good_pot,445.7,80.0,54.2,13.8,14.4,118.3,75.8,0.1,84.2,4.9,-1.2,0.0,5.5,9.1,16.9,22.5,10.9,5.0,-3.9,-11.7,-17.7,-7.9,-5.2,5.6,12.7,-2.7,-8.9,-18.8,11.0,15.8,19.9,22.8,28.8,33.6,23.1,19.8,9.9,0,0,0,0,0
강원도 철원군 김화읍 암정리,good_ph,good_orga,good_pot,445.7,80.0,54.2,13.8,14.4,118.3,75.8,0.1,84.2,4.9,-1.2,0.0,5.5,9.1,16.9,22.5,10.9,5.0,-3.9,-11.7,-17.7,-7.9,-5.2,5.6,12.7,-2.7,-8.9,-18.8,11.0,15.8,19.9,22.8,28.8,33.6,23.1,19.8,9.9,0,0,0,0,0
강원도 철원군 김화읍 용양리,good_ph,good_orga,good_pot,445.7,80.0,54.2,13.8,14.4,118.3,75.8,0.1,84.2,4.9,-1.2,0.0,5.5,9.1,16.9,22.5,10.9,5.0,-3.9,-11.7,-17.7,-7.9,-5.2,5.6,12.7,-2.7,-8.9,-18.8,11.0,15.8,19.9,22.8,28.8,33.6,23.1,19.8,9.9,0,0,0,0,0
강원도 철원군 김화읍 운장리,good_ph,good_orga,good_pot,445.7,80.0,54.2,13.8,14.4,118.3,75.8,0.1,84.2,4.9,-1.2,0.0,5.5,9.1,16.9,22.5,10.9,5.0,-3.9,-11.7,-17.7,-7.9,-5.2,5.6,12.7,-2.7,-8.9,-18.8,11.0,15.8,19.9,22.8,28.8,33.6,23.1,19.8,9.9,0,0,0,0,0
강원도 철원군 김화읍 읍내리,good_ph,good_orga,good_pot,445.7,80.0,54.2,13.8,14.4,118.3,75.8,0.1,84.2,4.9,-1.2,0.0,5.5,9.1,16.9,22.5,10.9,5.0,-3.9,-11.7,-17.7,-7.9,-5.2,5.6,12.7,-2.7,-8.9,-18.8,11.0,15.8,19.9,22.8,28.8,33.6,23.1,19.8,9.9,0,0,0,0,0
강원도 철원군 김화읍 청양리,good_ph,good_orga,good_pot,445.7,80.0,54.2,13.8,14.4,118.3,75.8,0.1,84.2,4.9,-1.2,0.0,5.5,9.1,16.9,22.5,10.9,5.0,-3.9,-11.7,-17.7,-7.9,-5.2,5.6,12.7,-2.7,-8.9,-18.8,11.0,15.8,19.9,22.8,28.8,33.6,23.1,19.8,9.9,0,0,0,0,0
강원도 철원군 김화읍 학사리,good_ph,good_orga,good_pot,445.7,80.0,54.2,13.8,14.4,118.3,75.8,0.1,84.2,4.9,-1.2,0.0,5.5,9.1,16.9,22.5,10.9,5.0,-3.9,-11.7,-17.7,-7.9,-5.2,5.6,12.7,-2.7,-8.9,-18.8,11.0,15.8,19.9,22.8,28.8,33.6,23.1,19.8,9.9,0,0,0,0,0
강원도 철원군 동송읍 강산리,good_ph,good_orga,good_pot,445.7,80.0,54.2,13.8,14.4,118.3,75.8,0.1,84.2,4.9,-1.2,0.0,5.5,9.1,16.9,22.5,10.9,5.0,-3.9,-11.7,-17.7,-7.9,-5.2,5.6,12.7,-2.7,-8.9,-18.8,11.0,15.8,19.9,22.8,28.8,33.6,23.1,19.8,9.9,0,0,0,0,0
강원도 철원군 동송읍 관우리,good_ph,good_orga,good_pot,445.7,80.0,54.2,13.8,14.4,118.3,75.8,0.1,84.2,4.9,-1.2,0.0,5.5,9.1,16.9,22.5,10.9,5.0,-3.9,-11.7,-17.7,-7.9,-5.2,5.6,12.7,-2.7,-8.9,-18.8,11.0,15.8,19.9,22.8,28.8,33.6,23.1,19.8,9.9,0,0,0,0,0
강원도 철원군 동송읍 대위리,good_ph,good_orga,good_pot,445.7,80.0,54.2,13.8,14.4,118.3,75.8,0.1,84.2,4.9,-1.2,0.0,5.5,9.1,16.9,22.5,10.9,5.0,-3.9,-11.7,-17.7,-7.9,-5.2,5.6,12.7,-2.7,-8.9,-18.8,11.0,15.8,19.9,22.8,28.8,33.6,23.1,19.8,9.9,0,0,0,0,0
강원도 철원군 동송읍 상노리,good_ph,good_orga,good_pot,445.7,80.0,54.2,13.8,14.4,118.3,75.8,0.1,84.2,4.9,-1.2,0.0,5.5,9.1,16.9,22.5,10.9,5.0,-3.9,-11.7,-17.7,-7.9,-5.2,5.6,12.7,-2.7,-8.9,-18.8,11.0,15.8,19.9,22.8,28.8,33.6,23.1,19.8,9.9,0,0,0,0,0
강원도 철원군 동송읍 양지리,good_ph,good_orga,good_pot,445.7,80.0,54.2,13.8,14.4,118.3,75.8,0.1,84.2,4.9,-1.2,0.0,5.5,9.1,16.9,22.5,10.9,5.0,-3.9,-11.7,-17.7,-7.9,-5.2,5.6,12.7,-2.7,-8.9,-18.8,11.0,15.8,19.9,22.8,28.8,33.6,23.1,19.8,9.9,0,0,0,0,0
강원도 철원군 동송읍 오덕리,good_ph,3,good_pot,445.7,80.0,54.2,13.8,14.4,118.3,75.8,0.1,84.2,4.9,-1.2,0.0,5.5,9.1,16.9,22.5,10.9,5.0,-3.9,-11.7,-17.7,-7.9,-5.2,5.6,12.7,-2.7,-8.9,-18.8,11.0,15.8,19.9,22.8,28.8,33.6,23.1,19.8,9.9,0,0,0,0,0
강원도 철원군 동송읍 오지리,good_ph,good_orga,good_pot,445.7,80.0,54.2,13.8,14.4,118.3,75.8,0.1,84.2,4.9,-1.2,0.0,5.5,9.1,16.9,22.5,10.9,5.0,-3.9,-11.7,-17.7,-7.9,-5.2,5.6,12.7,-2.7,-8.9,-18.8,11.0,15.8,19.9,22.8,28.8,33.6,23.1,19.8,9.9,0,0,0,0,0
강원도 철원군 동송읍 이길리,good_ph,3,good_pot,445.7,80.0,54.2,13.8,14.4,118.3,75.8,0.1,84.2,4.9,-1.2,0.0,5.5,9.1,16.9,22.5,10.9,5.0,-3.9,-11.7,-17.7,-7.9,-5.2,5.6,12.7,-2.7,-8.9,-18.8,11.0,15.8,19.9,22.8,28.8,33.6,23.1,19.8,9.9,0,0,0,0,0
강원도 철원군 동송읍 이평리,good_ph,3,good_pot,445.7,80.0,54.2,13.8,14.4,118.3,75.8,0.1,84.2,4.9,-1.2,0.0,5.5,9.1,16.9,22.5,10.9,5.0,-3.9,-11.7,-17.7,-7.9,-5.2,5.6,12.7,-2.7,-8.9,-18.8,11.0,15.8,19.9,22.8,28.8,33.6,23.1,19.8,9.9,0,0,0,0,0
강원도 철원군 동송읍 장흥리,good_ph,good_orga,good_pot,445.7,80.0,54.2,13.8,14.4,118.3,75.8,0.1,84.2,4.9,-1.2,0.0,5.5,9.1,16.9,22.5,10.9,5.0,-3.9,-11.7,-17.7,-7.9,-5.2,5.6,12.7,-2.7,-8.9,-18.8,11.0,15.8,19.9,22.8,28.8,33.6,23.1,19.8,9.9,0,0,0,0,0
강원도 철원군 동송읍 중강리,good_ph,good_orga,good_pot,445.7,80.0,54.2,13.8,14.4,118.3,75.8,0.1,84.2,4.9,-1.2,0.0,5.5,9.1,16.9,22.5,10.9,5.0,-3.9,-11.7,-17.7,-7.9,-5.2,5.6,12.7,-2.7,-8.9,-18.8,11.0,15.8,19.9,22.8,28.8,33.6,23.1,19.8,9.9,0,0,0,0,0
강원도 철원군 동송읍 하갈리,good_ph,3,good_pot,445.7,80.0,54.2,13.8,14.4,118.3,75.8,0.1,84.2,4.9,-1.2,0.0,5.5,9.1,16.9,22.5,10.9,5.0,-3.9,-11.7,-17.7,-7.9,-5.2,5.6,12.7,-2.7,-8.9,-18.8,11.0,15.8,19.9,22.8,28.8,33.6,23.1,19.8,9.9,0,0,0,0,0
강원도 철원군 서면 와수리,good_ph,good_orga,good_pot,445.7,80.0,54.2,13.8,14.4,118.3,75.8,0.1,84.2,4.9,-1.2,0.0,5.5,9.1,16.9,22.5,10.9,5.0,-3.9,-11.7,-17.7,-7.9,-5.2,5.6,12.7,-2.7,-8.9,-18.8,11.0,15.8,19.9,22.8,28.8,33.6,23.1,19.8,9.9,0,0,0,0,0
